id,time,gesture_id,gesture_name,s1,s2,s3,s4,s5,s6,s7,s8
633,1733756169.757559,2,gun-fingers,171,214,113,35,24,38,118,281
634,1733756169.772775,2,gun-fingers,136,221,109,41,25,38,114,251
635,1733756169.795333,2,gun-fingers,150,230,109,39,26,38,108,244
636,1733756169.817419,2,gun-fingers,160,201,83,38,27,33,95,213
637,1733756169.832254,2,gun-fingers,164,221,70,38,30,31,78,199
638,1733756169.855343,2,gun-fingers,165,263,73,36,31,33,84,260
639,1733756169.877323,2,gun-fingers,171,247,80,29,30,32,85,267
640,1733756169.892857,2,gun-fingers,174,247,87,30,31,33,85,282
641,1733756169.915385,2,gun-fingers,181,245,100,31,30,33,64,269
642,1733756169.937912,2,gun-fingers,192,245,103,33,28,34,74,294
643,1733756169.952421,2,gun-fingers,184,204,133,34,27,33,65,263
644,1733756169.974946,2,gun-fingers,177,193,136,35,29,33,70,274
645,1733756169.997971,2,gun-fingers,165,195,137,34,27,32,71,286
646,1733756170.012483,2,gun-fingers,159,277,129,34,26,36,88,317
647,1733756170.035528,2,gun-fingers,140,270,127,31,27,35,76,294
648,1733756170.057548,2,gun-fingers,136,278,99,29,28,33,85,267
649,1733756170.072575,2,gun-fingers,124,311,89,27,27,32,104,253
650,1733756170.095097,2,gun-fingers,140,302,105,26,28,34,113,225
651,1733756170.117654,2,gun-fingers,142,252,106,30,30,31,102,191
652,1733756170.132671,2,gun-fingers,154,292,106,30,28,31,102,209
653,1733756170.155744,2,gun-fingers,178,322,120,32,29,30,98,246
654,1733756170.177762,2,gun-fingers,186,303,123,32,27,34,96,275
655,1733756170.192272,2,gun-fingers,181,333,110,37,28,36,90,264
656,1733756170.215722,2,gun-fingers,204,323,110,32,26,34,88,279
657,1733756170.237828,2,gun-fingers,196,286,107,34,28,34,87,293
658,1733756170.252558,2,gun-fingers,180,255,95,33,25,34,82,273
659,1733756170.2748,2,gun-fingers,182,248,117,35,26,31,62,283
660,1733756170.297984,2,gun-fingers,173,269,111,29,24,27,72,306
661,1733756170.312311,2,gun-fingers,181,269,106,31,25,30,79,293
662,1733756170.335742,2,gun-fingers,181,272,108,32,22,29,80,267
663,1733756170.357796,2,gun-fingers,175,284,103,33,24,32,82,253
664,1733756170.372307,2,gun-fingers,181,289,73,32,26,31,79,204
665,1733756170.395339,2,gun-fingers,182,245,74,33,29,32,71,187
666,1733756170.418231,2,gun-fingers,150,254,75,30,28,31,65,221
667,1733756170.432925,2,gun-fingers,161,273,67,30,28,31,77,220
668,1733756170.455586,2,gun-fingers,166,253,69,30,27,33,76,238
669,1733756170.477274,2,gun-fingers,150,243,88,31,26,33,75,233
670,1733756170.493054,2,gun-fingers,150,276,89,31,24,32,78,247
671,1733756170.515822,2,gun-fingers,170,264,89,33,28,34,83,249
672,1733756170.537968,2,gun-fingers,171,257,93,31,28,35,87,266
673,1733756170.560667,2,gun-fingers,175,306,100,32,31,33,90,262
674,1733756170.575271,2,gun-fingers,190,315,88,35,30,35,88,305
675,1733756170.598044,2,gun-fingers,197,290,85,36,32,36,78,320
676,1733756170.619992,2,gun-fingers,195,298,96,37,28,33,77,306
677,1733756170.635729,2,gun-fingers,205,297,95,41,29,34,88,293
678,1733756170.657409,2,gun-fingers,230,252,95,43,26,32,101,299
679,1733756170.680291,2,gun-fingers,225,258,112,45,29,33,108,267
680,1733756170.695376,2,gun-fingers,229,250,121,49,28,33,109,233
681,1733756170.717478,2,gun-fingers,229,266,139,48,29,37,113,216
682,1733756170.740398,2,gun-fingers,221,275,142,48,31,36,95,226
683,1733756170.75545,2,gun-fingers,195,336,140,48,32,37,99,241
684,1733756170.778195,2,gun-fingers,216,342,127,44,33,34,97,225
685,1733756170.800206,2,gun-fingers,211,364,128,38,31,33,95,252
686,1733756170.815721,2,gun-fingers,186,386,102,36,35,34,94,309
687,1733756170.837588,2,gun-fingers,179,424,96,35,33,32,89,300
688,1733756170.860316,2,gun-fingers,177,389,91,30,33,34,63,293
689,1733756170.875465,2,gun-fingers,179,374,85,31,29,34,56,301
690,1733756170.897552,2,gun-fingers,169,352,75,32,32,37,58,285
691,1733756170.920431,2,gun-fingers,169,317,78,34,30,33,42,220
692,1733756170.935476,2,gun-fingers,173,283,74,36,32,32,52,219
693,1733756170.958184,2,gun-fingers,185,250,72,36,32,32,62,209
694,1733756170.980272,2,gun-fingers,165,242,71,35,33,31,60,196
695,1733756170.995297,2,gun-fingers,172,273,72,36,33,33,81,175
696,1733756171.017324,2,gun-fingers,180,290,65,35,30,32,83,172
697,1733756171.040234,2,gun-fingers,174,287,71,30,30,36,79,158
698,1733756171.054724,2,gun-fingers,175,294,81,30,29,33,75,153
699,1733756171.078319,2,gun-fingers,165,342,102,30,30,34,78,170
700,1733756171.100345,2,gun-fingers,161,327,107,31,30,30,64,154
701,1733756171.114694,2,gun-fingers,149,301,108,35,29,30,81,166
702,1733756171.137522,2,gun-fingers,149,285,108,39,28,26,86,201
703,1733756171.160285,2,gun-fingers,135,335,113,39,27,29,85,200
704,1733756171.174792,2,gun-fingers,126,299,100,44,28,29,81,193
705,1733756171.198389,2,gun-fingers,155,287,97,42,25,35,97,201
706,1733756171.220231,2,gun-fingers,156,295,101,39,27,37,91,191
707,1733756171.23562,2,gun-fingers,166,310,107,34,26,37,85,203
708,1733756171.258174,2,gun-fingers,174,300,92,35,27,37,87,200
709,1733756171.279756,2,gun-fingers,175,297,88,37,27,37,86,193
710,1733756171.295314,2,gun-fingers,200,290,103,36,28,34,66,213
711,1733756171.318169,2,gun-fingers,216,274,97,35,28,35,86,225
712,1733756171.339735,2,gun-fingers,216,258,96,40,26,35,88,187
713,1733756171.355373,2,gun-fingers,204,260,95,39,28,32,89,182
714,1733756171.377211,2,gun-fingers,202,252,103,36,26,33,91,207
715,1733756171.400181,2,gun-fingers,170,294,84,38,28,31,90,207
716,1733756171.414684,2,gun-fingers,160,312,95,37,28,32,55,190
717,1733756171.437216,2,gun-fingers,161,326,105,35,28,32,85,210
718,1733756171.459791,2,gun-fingers,158,297,107,38,28,35,92,237
719,1733756171.482282,2,gun-fingers,174,304,104,35,28,35,96,219
720,1733756171.498284,2,gun-fingers,158,267,104,33,26,33,96,202
721,1733756171.520299,2,gun-fingers,158,298,102,36,24,32,119,202
722,1733756171.543259,2,gun-fingers,168,260,85,35,26,30,101,205
723,1733756171.557683,2,gun-fingers,178,239,80,33,25,32,95,193
724,1733756171.580706,2,gun-fingers,165,240,71,30,24,36,95,186
725,1733756171.602727,2,gun-fingers,167,235,83,34,25,37,97,180
726,1733756171.61775,2,gun-fingers,181,168,85,42,27,35,70,194
727,1733756171.640281,2,gun-fingers,171,200,84,39,28,36,65,159
728,1733756171.662541,2,gun-fingers,179,218,87,36,28,34,78,129
729,1733756171.677674,2,gun-fingers,180,201,89,39,30,29,79,129
730,1733756171.700167,2,gun-fingers,177,197,74,39,28,31,75,173
731,1733756171.722272,2,gun-fingers,161,248,62,31,28,30,75,166
732,1733756171.737734,2,gun-fingers,161,236,67,34,28,32,74,164
733,1733756171.760163,2,gun-fingers,177,230,68,35,28,31,62,179
