Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Label
4,1,1,-1,-2,-2,-2,1,7,-13,-3,2,2,1,3,2,0
-7,2,4,1,-1,1,-2,-3,-17,-28,4,1,0,-2,0,-4,0
2,9,-11,-2,0,1,-2,2,-2,-23,19,8,2,-1,-3,-4,0
-3,7,-10,-3,-1,0,1,1,2,14,0,-1,-3,-1,-1,0,0
-5,-4,-10,-2,-1,-2,-1,-3,-2,-4,3,-1,-3,-1,-2,-3,0
-1,1,0,-1,0,0,-2,1,5,-4,2,1,-1,-1,-2,0,0
2,-10,-13,-4,-3,-2,0,1,2,16,5,-1,-2,-3,-2,-2,0
-2,0,-2,-1,-1,0,1,-2,6,14,-3,-3,-2,-2,-1,1,0
-8,-3,-3,2,0,-2,-2,-5,-2,3,1,-1,0,0,-1,-2,0
-8,-7,-2,-3,-1,-1,0,-1,-2,-14,-17,-7,-2,-2,-1,-1,0
0,-9,-1,-1,-2,-2,0,-1,0,2,1,-1,-1,-3,-2,-2,0
-2,-1,2,1,-1,-1,0,-3,2,4,5,0,-1,-1,0,-1,0
-3,-10,-3,-1,1,-1,-1,-1,-2,-3,0,-1,-2,-2,-2,-1,0
-2,-5,-2,-2,-1,0,-1,1,0,0,2,0,-2,0,-1,-1,0
-1,-13,-4,-1,1,1,1,0,-2,-5,2,0,-1,-1,-2,0,0
-2,-8,-2,-3,-1,-1,0,-3,1,3,5,1,-1,-1,-1,-1,0
-2,0,0,0,-1,-2,-2,-1,0,-1,-2,-2,-2,0,0,-2,0
-2,6,-8,-1,-1,0,-1,-1,-4,5,3,-1,0,-1,-1,-3,0
0,0,-4,1,0,-1,1,-1,0,19,5,-2,0,-2,-2,2,0
-2,-9,0,-1,-2,-1,-1,-2,-2,-2,2,-1,2,0,-1,0,0
1,1,-13,0,1,1,0,1,-2,-4,-5,-3,-4,-3,-2,-1,0
3,4,0,-1,-1,-1,1,2,-4,1,7,4,2,-1,-3,-6,0
0,-9,-11,0,-2,0,-1,1,-2,0,2,0,1,-1,-1,-1,0
-1,5,2,0,-2,-2,-3,-2,1,-3,-6,-3,-2,-2,-1,0,0
0,5,6,-2,-3,0,-3,-2,-1,-2,-2,-3,-1,-1,1,-1,0
-2,-1,0,0,-1,0,0,-1,-1,-2,-5,-1,-2,0,-2,0,0
0,5,5,-2,-2,-1,-1,-1,0,-1,-1,0,-1,-2,-2,-1,0
-2,-2,-6,0,1,-1,-1,-1,-1,5,3,0,-2,-1,0,-1,0
1,3,1,-2,-1,-1,0,-1,0,-5,-3,0,1,-1,-1,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,-2,0
-2,-4,5,-2,-2,-2,-2,0,1,-3,-8,1,0,1,0,-1,0
-5,-1,20,-4,-2,0,-1,-3,1,-2,-15,0,0,-1,-2,0,0
-2,1,-1,-1,-1,-1,1,-2,-2,-2,-1,0,-1,0,-1,-1,0
2,8,-1,1,1,-1,2,-1,-3,-4,-1,-2,-1,-1,-1,0,0
-2,4,3,-2,-1,-1,1,-2,-1,1,1,0,-3,-1,-2,0,0
-2,-4,-10,-2,-3,-2,-1,-2,-1,4,3,-1,-2,-1,-1,-1,0
-2,0,-4,-1,-1,-1,0,-1,0,2,2,-2,0,-1,1,-1,0
-1,0,-5,-1,0,-1,-2,0,0,1,0,-1,-2,-2,-2,-1,0
-1,1,0,0,-1,-2,-3,0,-1,-1,-2,1,-2,-1,-1,-2,0
0,0,-2,1,0,-1,0,0,-1,-3,1,-1,-2,-1,1,0,0
1,0,2,0,1,-2,-5,-1,-1,1,-1,-1,-2,0,-2,-1,0
-2,-1,-4,-1,-1,0,0,-2,-3,-4,-1,-2,-1,0,-1,-2,0
1,4,-1,-1,-2,0,0,-2,0,0,-1,-2,0,-1,0,-1,0
-4,-6,0,-1,-1,1,-1,-1,1,-2,-6,-1,-1,-2,0,-1,0
-3,-2,-2,0,-1,-1,0,-3,0,-1,-4,-2,0,-2,-1,-2,0
0,2,-1,-2,-1,-1,-1,-1,-2,1,2,0,0,-2,-2,-3,0
0,-2,0,1,-2,-2,-1,-2,-2,-1,3,-1,-1,-1,-1,-1,0
1,3,-3,-1,-1,-1,-2,0,0,4,1,0,-1,-1,0,-1,0
-1,0,-1,0,-1,0,-1,-1,-2,-4,-2,1,-1,0,0,-3,0
-1,-1,-4,0,0,-2,-2,-1,-1,-1,-2,-1,-2,-1,-2,-1,0
-3,-3,1,0,1,-2,-1,0,-1,-2,-3,-3,-1,-1,0,-1,0
-1,0,0,-1,-1,0,1,-2,1,-3,-1,-3,-2,0,-1,0,0
-3,0,1,0,-2,0,-2,-1,0,3,1,-1,-3,-2,-2,1,0
0,-2,-5,-2,1,-3,-1,0,-1,0,0,-1,-2,0,-1,-1,0
1,-1,-1,0,0,-1,-1,0,-1,1,1,1,-1,-1,-1,0,0
-2,-3,-1,1,0,0,-1,-4,-1,-1,-1,0,-1,-2,-2,-1,0
0,1,-2,-2,-1,-1,0,0,-1,2,0,-1,-2,-1,-2,-1,0
-1,-2,1,-1,-3,0,-4,-1,-2,1,-2,-2,1,0,-1,-1,0
-1,-3,-3,-1,-1,-1,-1,0,0,-2,-2,-2,-1,-1,0,-2,0
-1,1,-1,-1,-2,-1,-1,0,-2,-1,0,-1,1,-1,-2,-3,0
0,0,-1,-2,-1,1,-1,1,-3,-6,-5,-2,-2,-4,-1,-2,0
1,-2,0,-2,0,0,-1,0,0,1,0,1,0,-1,-1,0,0
-1,-2,-2,-1,-2,-2,-1,-1,-2,-1,1,0,1,1,1,-2,0
-1,-4,-2,1,-2,-1,-1,-1,0,1,-2,-2,-1,0,-1,0,0
0,1,0,-1,-3,-1,-1,-1,0,-1,1,0,0,1,-1,-2,0
-2,1,1,-3,-2,-2,-2,-3,-1,0,-3,-2,-2,-2,-1,0,0
-1,-1,-3,-1,0,-1,-3,-3,0,1,-2,0,-1,0,0,0,0
-1,0,0,0,-1,-1,-2,-1,0,0,1,0,-2,-1,-2,1,0
-3,-1,0,-2,1,-1,-1,-2,1,0,-3,-1,-1,-1,-3,-1,0
1,2,-1,0,-1,-2,2,-2,-2,0,0,-1,-2,-1,0,-3,0
-2,-4,-4,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,0
-1,0,0,0,-1,-1,0,0,0,0,0,0,-2,1,0,1,0
1,-3,-2,0,-1,-2,1,-2,-2,-3,0,0,-1,-1,-1,-1,0
0,-1,-3,-2,-2,-1,-1,0,1,0,0,-1,-2,-1,-1,1,0
-1,0,0,0,1,0,-2,0,-1,-2,-1,-1,-3,0,-2,0,0
-2,-1,0,0,0,0,-2,1,-4,-3,1,2,1,2,-2,-3,0
0,2,-1,0,-1,-1,-1,0,-1,-2,3,-2,2,-2,0,0,0
-2,2,-7,-1,-1,0,0,-1,-2,-3,-5,-1,-3,-1,-1,-2,0
0,1,0,0,-3,-2,-2,-1,-2,1,-2,0,-1,0,0,-1,0
1,0,1,-1,0,-1,1,0,0,0,1,-2,0,-1,0,0,0
-2,0,0,-1,-1,1,-1,-1,-1,0,1,-2,-1,-3,0,1,0
-1,-6,-1,-1,-2,-3,0,-2,0,1,-1,0,0,-1,-1,-1,0
0,1,0,-2,-3,-1,0,-3,-3,-3,-4,-2,0,-2,0,-2,0
-1,-1,-2,-1,-1,-1,-3,-3,-1,-1,-3,-2,0,-1,0,-2,0
-1,-1,-1,-2,-1,-2,0,1,-1,1,-2,-2,-1,-3,-1,0,0
-1,-1,1,-2,-2,-1,-2,-1,0,0,0,-1,-2,-1,-2,-2,0
1,0,-4,-1,-1,-1,-2,-1,1,-1,-3,-1,-2,0,-1,0,0
0,-1,3,-3,1,-1,-2,-1,0,2,2,-2,-1,-1,0,1,0
-2,-1,1,-2,0,0,-2,0,-4,-7,0,-2,-1,-1,-2,-3,0
-2,-1,-7,-1,-1,0,0,0,-2,-1,-1,-1,1,-2,-2,-3,0
1,-1,-2,-1,0,0,-1,-1,-1,1,1,1,0,-1,-1,0,0
1,1,1,-1,-1,0,0,-1,-1,-2,0,3,-1,-2,-1,0,0
-1,-1,1,-2,-1,1,0,-1,1,4,-12,-1,-2,1,-1,-1,0
0,-2,3,-1,-1,-1,-1,-1,-1,1,-5,-6,-2,-2,1,0,0
-1,1,-11,0,1,-1,-1,0,-1,-2,3,2,0,0,-2,-2,0
-1,1,0,1,-1,0,-1,0,1,-3,11,5,1,-3,-2,0,0
-2,-3,0,-2,-1,0,2,-1,-1,1,0,-1,-1,-2,-3,-1,0
-3,1,5,0,0,-2,-1,0,-1,-3,-4,-4,-3,-2,-2,-3,0
0,-3,-1,-2,-2,0,-1,-2,0,-1,-2,-1,-2,-1,-1,0,0
-2,0,0,-1,-2,-3,0,-2,-1,-1,-3,-3,0,1,0,-1,0
0,3,0,1,-1,-2,-2,-1,-1,-1,2,-1,-1,0,-1,-1,0
0,0,-4,-1,-1,-2,-1,-2,1,1,-4,-3,0,-1,1,0,0
-2,-1,-4,-2,-1,0,-1,0,-1,2,-1,0,-2,0,-2,-2,0
-2,-3,2,2,1,-1,-1,0,-1,-1,-1,-2,0,-3,-1,-1,0
-1,-1,2,-1,-2,-2,-2,0,-2,-1,-4,-1,0,0,0,-2,0
-1,-2,-3,0,-1,-1,-1,0,-3,-3,1,-1,0,0,0,-1,0
-2,1,1,-2,-2,-2,-2,-2,-1,0,2,-3,-4,-1,-1,-1,0
-2,-1,-2,-1,0,0,-1,-2,-2,-1,-1,1,1,-1,-1,-1,0
-1,-1,-1,-2,-1,-2,-2,-1,0,1,-1,0,1,0,1,0,0
-1,-3,-3,-1,-2,0,-1,0,-2,-2,-2,-1,-2,-1,-2,-1,0
-2,0,-2,-1,-1,0,0,-2,0,1,-2,-2,-2,-2,-1,0,0
-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,-2,-3,-3,-1,0
-2,-2,1,0,-1,-1,1,0,-1,-2,-1,0,0,0,-1,0,0
1,-1,-3,-2,0,-3,0,1,-1,-1,0,-2,-1,-1,-1,-1,0
0,-2,-2,1,0,0,-2,-2,-1,-1,1,0,-1,-2,-1,1,0
-1,0,1,0,-1,-1,-2,-1,-1,0,-1,-1,-1,0,0,0,0
-3,1,-2,-2,-1,0,1,-1,-4,-6,0,1,-1,0,1,-1,0
-1,2,-2,0,0,-1,-2,-2,0,1,-2,0,-1,-1,0,1,0
1,-2,1,-2,-2,-1,-3,-2,-3,0,1,3,0,-1,-2,-2,0
-1,-1,6,-1,-1,0,-1,-2,-1,-1,-26,-9,-2,0,-1,-2,0
0,0,0,-1,-1,-3,-1,0,-1,-1,-2,-3,-2,0,1,-1,0
-1,0,4,1,-1,-1,1,0,0,-1,5,0,1,0,-1,-2,0
-1,-1,-2,-2,0,-1,-1,-1,0,0,-2,0,-1,-3,-2,-3,0
-2,-2,-4,1,-1,-1,0,-2,0,-2,4,0,-1,-1,-1,1,0
-2,-2,-4,-1,-3,0,-1,0,0,0,0,-2,-1,-1,0,0,0
-1,-1,-4,-2,-3,0,0,1,-2,-1,2,-1,-1,-1,-1,-2,0
-1,-3,-1,2,-1,0,-2,-1,0,0,-1,-2,0,-1,-1,-1,0
-1,-4,-5,-2,-1,-2,-1,0,0,-1,0,0,-1,-1,-1,-2,0
0,-1,-1,1,0,0,0,0,-2,-2,-2,-2,0,-2,-1,-1,0
-1,-2,-1,-2,0,0,-1,-1,-2,1,3,0,0,-1,-1,-1,0
-2,0,-1,0,1,0,-1,-2,-1,-1,0,-2,-1,-1,-1,0,0
0,-1,-5,-1,-1,-1,-1,-1,-1,-2,0,-1,-2,0,-2,-2,0
-1,0,-2,-1,-2,-1,-2,-2,-1,0,0,0,-1,0,-1,-1,0
1,0,0,-2,-2,-1,0,0,-1,-1,-1,0,-1,-2,0,-1,0
-2,-2,0,-1,0,-1,0,-1,0,-2,-2,0,-3,-1,-1,-2,0
0,0,-3,-2,-2,-2,1,-1,0,0,1,-2,-2,-1,-1,0,0
-1,1,-1,-2,0,-1,0,-2,0,-1,-3,0,-1,-1,-1,-1,0
1,-2,-1,-2,-1,1,-1,-1,-2,-3,3,1,0,1,0,-2,0
0,1,-6,-4,-1,-2,-2,0,-2,1,1,-1,1,-1,0,0,0
-1,2,0,1,-2,-1,-1,-1,-1,1,1,-1,-2,-2,-2,0,0
-1,0,3,-1,0,-1,0,-1,-2,-2,-4,0,-1,-1,-1,-2,0
0,0,4,0,1,-2,-1,0,-2,-2,-6,-6,-2,-2,-1,-1,0
-1,0,2,1,-1,-2,-1,-2,-1,-1,0,0,-3,-1,-1,1,0
-2,-2,-1,2,-1,1,-2,-2,1,0,3,2,-2,-2,-2,-1,0
-1,-3,-2,-1,-2,1,-1,-2,1,-1,-1,0,-1,-2,-2,-2,0
-1,0,-3,-1,-2,-1,-2,-2,-1,3,0,-1,0,-1,-1,0,0
0,-1,-1,-1,-1,1,0,0,0,-2,3,0,-2,1,-2,-1,0
-1,-3,-1,-2,-3,0,-1,-1,-1,0,-5,1,-2,-1,-1,-1,0
-1,-1,-2,0,-1,-2,-2,-2,-1,0,0,-2,-1,0,-1,-1,0
0,0,-1,-2,0,-2,0,0,0,-1,-2,-1,-4,-1,0,-1,0
-2,-1,2,0,-1,-1,-1,0,1,1,-2,-2,0,0,-1,0,0
-2,-1,-2,0,0,-1,-2,0,-3,-1,1,-3,-1,-2,0,0,0
-1,1,-2,-3,-3,-1,-1,0,-1,3,-2,-1,-2,0,1,-1,0
0,0,-1,-2,0,-2,0,0,-3,-3,0,2,1,1,-1,-2,0
1,-1,1,-2,-2,-1,-1,-2,0,-2,-1,-1,-1,-2,0,0,0
-1,1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,0,0
0,-1,-2,-1,-1,-2,0,0,0,-1,1,0,-1,0,1,-1,0
-2,-2,-1,1,-1,0,-1,-3,-1,0,-1,-1,0,-2,-2,0,0
-2,-1,0,-1,-1,-1,0,-1,0,0,-2,-2,-2,-3,-2,1,0
-2,1,-3,-2,-1,-1,-4,-3,-2,-1,-2,-1,-2,-1,0,-3,0
0,1,-1,0,-1,-1,-2,-1,-3,-1,-3,-1,0,0,-1,0,0
0,-1,0,0,-1,0,-2,0,-1,2,4,0,1,1,-2,-2,0
-1,-2,1,0,-2,0,-1,0,-3,0,-6,-2,0,-2,-1,-3,0
-1,0,0,-1,0,0,-1,0,-1,0,-1,-1,-3,2,-2,-1,0
-1,0,1,-1,-2,-2,0,0,-3,-3,-1,1,1,2,-3,-2,0
0,-1,-3,0,-1,0,0,0,0,-2,-2,-1,-2,0,1,-3,0
-1,-1,-3,1,0,0,-1,-1,-1,-1,-1,-3,0,-2,-2,1,0
-2,-2,1,0,-3,0,-1,1,1,-1,-1,-3,-3,-3,0,0,0
0,-1,-1,-1,0,0,-1,-3,0,-1,0,-2,-1,-2,1,-1,0
0,-2,0,0,1,-2,-1,0,-1,0,0,0,-1,-2,-2,-1,0
0,-2,1,-5,-1,2,-1,-1,-1,-1,-1,1,-2,-1,-2,-1,0
-1,0,1,-2,-1,-1,0,-1,-1,-1,-3,1,0,0,-2,0,0
0,-1,0,1,-1,-1,-1,0,0,-2,-1,-2,0,-1,-1,-1,0
-1,-1,0,-2,-2,-1,0,-3,0,-1,0,0,-2,-1,0,-1,0
-3,-1,-1,0,-2,-1,-2,0,0,0,0,-1,-3,0,-2,-1,0
-2,1,-2,1,0,0,-1,0,-1,-1,-2,-2,0,-1,-1,1,0
-1,-1,-4,0,0,-2,0,-3,0,-2,0,-1,-3,0,0,1,0
0,0,-2,-2,-1,-2,-2,-3,-1,0,-1,0,-1,-1,-3,-2,0
-1,-1,-2,-1,-1,-2,-1,0,-1,0,-2,-1,-1,0,-2,1,0
1,-1,-1,0,-2,-2,1,-1,-1,-2,-1,-2,-1,0,1,-1,0
0,-1,-3,0,-1,-1,-2,0,-2,1,0,-2,0,-1,-1,-1,0
-1,-3,-2,-2,1,-1,-1,0,-1,0,-1,0,0,0,0,-2,0
0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0
-4,-1,3,0,0,0,-2,-1,0,-1,1,-1,-1,0,-1,0,0
0,-2,-1,-1,-2,0,-1,1,-1,-2,-1,1,-1,0,-1,-2,0
0,0,0,-2,-4,-2,-1,0,1,-2,-2,0,-1,-2,-1,0,0
-3,-2,1,2,0,0,-1,-2,-2,-2,1,-1,-1,0,-1,-2,0
0,1,-2,0,-2,-1,0,-2,-1,1,-1,-1,-1,-1,-1,-2,0
-2,0,-2,-2,-2,-3,-1,-1,-1,0,1,-1,-1,-1,0,0,0
-1,-1,-1,0,-1,-1,-2,-1,-1,-2,-1,0,-3,-1,-1,0,0
-1,0,1,-2,-1,-1,-1,0,-1,-2,-2,-1,0,0,-1,0,0
0,-1,-2,-1,-2,-1,0,0,0,1,-1,0,-1,-2,-1,-2,0
-1,0,-1,-1,0,0,0,-1,1,0,-1,0,-3,-3,-1,-2,0
-1,0,0,-3,-1,0,0,-1,-3,-1,-2,-1,-1,0,1,-1,0
0,2,0,-1,-1,-1,-1,-2,-3,0,0,0,0,-1,-1,-1,0
-1,0,-3,1,0,-1,-2,-1,0,0,0,-1,0,0,-1,-2,0
-2,1,-1,0,-2,-1,-1,-1,-1,-1,1,0,-1,1,1,0,0
0,-3,-2,0,-1,0,-1,0,-1,-1,-1,0,0,-2,-2,-1,0
-2,-2,-2,1,0,-1,0,0,-1,-1,-2,0,-2,-1,-1,-1,0
-2,-2,-2,-1,0,-1,-1,-2,-1,1,-1,-1,-2,0,0,0,0
0,0,-1,0,-1,0,-1,-2,0,-2,-2,-2,-2,-1,0,-2,0
0,-2,-2,-2,0,0,0,2,0,0,0,-2,-2,-1,-1,-1,0
0,-1,-2,-2,-1,-1,0,0,-2,0,-2,1,0,0,0,-2,0
