Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Label
-1,2,1,4,-4,-2,-3,2,2,18,18,-1,-2,-2,-1,0,0
1,2,10,0,0,-1,1,-2,0,-8,-2,-1,-2,-2,-1,-2,0
-5,6,9,-4,0,-2,-1,-2,-1,2,2,6,0,-2,-4,0,0
-4,-14,-23,-4,-1,-1,-4,-1,0,4,1,-2,-1,1,0,0,0
2,3,21,6,3,0,1,-1,1,11,-14,-7,-1,0,0,0,0
0,-24,2,-2,-5,-1,1,0,-3,-5,-12,0,0,1,-1,1,0
-3,3,-8,-3,-2,-6,-4,-1,-2,-9,12,0,-1,0,-2,0,0
1,-11,-25,-1,-1,-2,-4,-2,-2,9,31,-7,-9,-2,0,-1,0
0,0,-10,1,13,1,-2,-2,3,1,-10,-1,-4,0,0,-2,0
-3,-2,3,2,-4,-3,-1,0,0,-2,-5,2,6,3,1,-1,0
-1,5,16,0,-5,0,0,0,-3,-12,-28,-4,0,-1,-1,-2,0
2,1,7,1,0,-2,0,1,0,8,-4,1,-2,-4,0,-1,0
-1,-13,-1,-4,-4,0,0,-1,-2,6,-3,0,2,0,-1,0,0
-4,-10,0,-9,-9,-2,-1,-3,-1,-5,-10,3,12,0,0,1,0
-1,4,-9,-2,-3,-3,-2,-1,1,1,6,-1,-2,0,1,-1,0
0,15,15,5,-1,-1,-2,-1,-1,-4,7,2,-2,0,-1,0,0
-2,-6,-15,0,0,1,1,-1,-1,5,-1,-5,-1,-3,0,-1,0
-1,16,35,4,0,0,0,0,-6,-23,-41,-2,-5,-3,-4,-2,0
1,16,-3,-2,-4,-5,0,0,3,-3,-41,0,3,8,1,-1,0
-3,-6,18,0,1,-3,0,-1,0,12,5,-2,1,1,1,-1,0
-1,-28,-2,-3,-5,0,-3,-2,-3,1,15,-1,-3,-5,-2,0,0
-1,5,-21,0,2,-1,0,0,0,-2,10,0,-3,-2,2,0,0
1,6,20,-2,1,3,-2,-1,-1,-4,-32,-5,-3,-6,-2,-2,0
-1,-4,6,4,0,1,-1,-3,-1,-1,-10,-1,-2,0,-1,-1,0
0,-4,7,-3,-2,-4,0,-1,0,-5,10,2,0,-2,1,-2,0
-3,-3,-14,-3,-5,0,0,-2,1,-12,-10,3,3,1,0,-1,0
-5,-3,-36,-6,1,1,-1,-1,-1,8,1,-2,-4,0,-3,-1,0
1,3,11,0,-1,-1,1,1,-2,2,-19,-10,-4,-5,-4,-3,0
-1,-16,-4,3,0,-2,-2,2,1,17,33,6,3,0,-1,0,0
-5,-15,-45,-4,-1,-2,-1,-3,-1,0,25,0,0,3,0,-1,0
-1,1,-2,0,-3,-2,-1,-1,-1,5,22,-4,-3,-5,-1,-2,0
-1,-3,-9,4,1,0,-1,-1,-1,-8,-8,-4,-4,-3,-2,0,0
-1,-7,22,-5,-2,-1,0,-1,-1,12,5,2,-1,1,1,-2,0
-2,-8,-29,-6,3,3,-2,-2,-2,3,4,-2,-1,0,-1,-3,0
1,13,15,3,0,-1,-1,0,-4,-20,-1,-2,-2,-3,-1,-1,0
1,10,14,1,-2,-2,1,-1,2,17,-1,0,3,2,0,1,0
0,0,-7,3,-1,0,0,-1,-3,-17,1,-1,0,0,-2,-1,0
0,18,-45,-4,-2,-1,-1,-1,-6,1,11,0,-2,-4,-2,-2,0
-3,6,-1,-6,-5,-3,-1,-2,1,-6,-9,2,3,1,1,0,0
4,-2,25,6,2,2,0,1,3,-4,-22,-5,0,-2,-2,0,0
-2,1,21,1,-2,-2,-2,-2,1,-3,-8,-3,-5,-3,0,-1,0
-3,-7,21,1,0,2,-1,0,-4,1,15,0,-1,-2,-2,-1,0
-2,-17,-23,-2,-2,-2,-2,-1,0,14,10,-1,-2,1,-2,0,0
0,3,12,1,0,-6,-4,-1,-2,-17,-35,-1,1,-2,-1,1,0
0,5,3,-5,-3,1,-1,-3,1,-4,-1,0,-1,0,0,-3,0
-1,-3,-10,-1,-1,0,0,-1,-4,-4,11,3,2,2,-1,-2,0
1,3,1,1,1,1,1,0,0,10,-15,0,-3,-3,-2,-2,0
-3,-17,-3,-6,1,-1,-1,0,1,6,6,1,-2,-1,-2,1,0
1,0,-6,-4,-3,1,1,-1,-2,1,35,-2,0,1,0,-1,0
0,-9,-18,8,3,3,-1,1,2,17,3,4,0,-1,1,0,0
-2,0,-9,-4,0,-4,-1,-3,2,-10,-26,-4,-4,-5,-1,1,0
-6,-2,26,-6,-7,-4,-3,-4,0,-3,2,3,0,-1,-1,-1,0
0,4,4,2,2,0,0,1,-1,-5,-14,-1,0,-4,-2,-2,0
0,15,32,1,0,0,-1,-2,-3,-19,-9,0,-5,-2,-1,-3,0
-1,14,2,-4,1,-2,-2,0,-6,-10,4,-3,-5,-3,-2,-3,0
1,3,-7,5,-2,0,3,0,1,-6,2,-10,-3,1,-1,-1,0
-1,-16,-15,4,3,5,0,0,-1,6,9,1,2,0,-3,-1,0
-1,-6,-1,0,-2,0,-1,-2,0,14,-3,-3,-3,0,0,-1,0
0,-13,9,-3,-2,-1,-1,-2,-3,-9,-8,0,-2,0,-1,1,0
-1,2,-20,-7,-2,-2,-1,1,-2,-3,-4,4,-1,3,0,0,0
-3,-3,-4,-2,-3,-5,-3,-1,-1,10,23,2,0,0,-1,-2,0
3,4,-1,-3,0,2,2,0,2,-11,-11,-1,0,-2,0,1,0
-1,13,-2,3,2,1,0,0,-2,8,23,2,-1,2,0,-1,0
-7,-26,-50,-5,-1,-2,-3,-3,0,11,10,-3,-2,-2,-2,-1,0
-1,0,-3,0,-2,2,-1,1,-1,-3,6,0,0,-1,1,1,0
0,5,-1,-1,1,0,-2,-2,0,-3,32,4,-1,-1,-1,-2,0
1,2,0,3,2,-1,0,1,0,-6,-26,-3,-1,-5,-2,0,0
-3,-8,7,-8,-7,-4,-2,-3,2,2,1,-2,4,8,1,-3,0
-3,-6,16,-1,-2,-3,-1,-3,-1,-12,-40,-3,-1,-1,-1,-1,0
1,4,13,1,2,-4,-1,0,0,3,28,-3,-3,-7,-3,-3,0
-4,-2,-37,0,-1,3,-3,-2,-2,-9,11,-2,-4,-6,-6,-3,0
0,17,5,-2,1,3,1,-1,-1,0,-11,-1,-2,-6,-2,-1,0
-2,-7,11,-1,0,-3,-2,-3,1,1,-7,1,3,3,2,0,0
-1,-1,5,0,-3,-1,0,-3,-2,0,-3,0,0,-2,-2,-2,0
0,-10,-9,-4,-3,-2,1,2,0,7,21,10,0,1,-1,-2,0
0,1,-19,-4,1,0,-1,0,-2,-5,-5,-1,-2,-3,-2,-2,0
2,15,6,0,-2,-2,0,1,-5,-20,1,-8,0,2,0,-3,0
-2,-7,-3,3,-2,-3,-1,-3,-1,-2,-22,0,-1,0,0,0,0
-3,-2,3,-7,-1,-1,0,-1,2,6,20,6,3,2,0,0,0
-1,0,-9,1,1,-2,0,1,-3,-10,-5,-5,-3,-1,0,-2,0
1,1,1,4,-3,-1,-1,0,-2,-2,-11,-20,4,3,3,3,0
3,5,32,-3,-2,-1,-3,0,0,7,-30,2,-3,-2,0,1,0
-1,-11,24,14,0,-2,-1,-2,-2,-8,-31,8,-4,-6,-1,-1,0
0,4,16,-3,-3,-2,0,-2,-2,-2,16,-6,-1,1,0,-3,0
-4,14,0,-3,-1,-2,-3,-3,-2,1,0,4,1,1,-1,-2,0
-1,-2,0,1,-1,0,0,0,-1,-4,-4,-1,3,0,-1,0,0
0,-8,-17,-8,-5,-2,-1,1,2,7,10,0,1,0,-2,-1,0
-2,-3,13,0,0,-3,0,-1,0,-4,-36,-3,-1,2,-1,0,0
3,11,1,1,1,1,0,1,-5,0,-22,-10,-7,-8,-3,-2,0
3,-3,1,-2,1,-1,-1,2,0,-5,14,-3,1,-4,-1,-1,0
-2,-5,-3,1,-6,-2,-1,-2,3,9,-2,3,4,3,0,0,0
0,-18,-12,1,7,4,0,-1,-3,-2,5,-2,-5,-4,-2,1,0
-1,-24,-5,1,-3,-1,0,-2,-1,4,8,-1,-5,-1,0,0,0
-1,-2,16,-2,0,0,0,-1,-3,5,-14,0,3,2,-2,-1,0
-2,1,2,-3,-3,-3,1,-2,-2,-9,13,2,1,2,-2,-1,0
-1,-5,-16,0,-2,-3,-2,-2,1,9,16,-1,-2,0,-1,0,0
0,0,18,8,5,1,-1,-2,1,-3,-8,-1,-2,-1,0,-2,0
-6,-4,-39,-5,-1,0,-1,0,-2,-8,38,-2,-2,0,-1,-3,0
-1,4,-38,-4,0,-1,-2,-3,-1,15,21,2,2,1,-2,1,0
0,-28,-7,-3,-4,0,-1,-1,1,-2,-14,-1,-4,-4,0,0,0
-4,10,17,1,8,-1,0,0,0,-5,-4,-3,-2,-3,-2,-1,0
1,28,6,-1,-3,-2,-3,-1,-2,-7,3,3,-2,-1,-2,0,0
2,-1,-12,-1,-2,1,0,-1,0,-2,1,0,1,-5,-1,0,0
0,8,26,2,5,5,-1,-2,2,2,-11,-3,-1,0,0,-1,0
-2,12,-20,-6,-3,-6,-4,-1,-2,-4,-4,0,-6,-5,-1,-2,0
0,13,7,0,-2,-3,0,0,-2,-15,17,0,3,1,0,-2,0
-3,-14,-6,-4,-3,2,0,2,-5,-6,-22,-6,-4,0,0,-1,0
-2,-8,14,2,-1,-4,0,-2,2,21,-7,6,1,4,1,0,0
0,-18,-3,-6,-3,-5,-1,-2,-1,-5,20,-4,-6,0,-1,-1,0
-3,1,-13,3,6,-1,-2,0,0,-6,-23,-8,-4,-1,0,0,0
0,11,18,3,3,3,-2,-1,-3,-12,23,1,-4,-2,-2,-1,0
0,5,-4,1,-4,-4,-4,-3,-2,-1,-3,2,3,6,-1,-1,0
0,-1,4,-3,-5,-5,0,-1,1,0,-14,0,4,0,-1,0,0
-1,1,-16,3,-6,-3,-1,-1,0,1,41,-5,-3,-1,-1,-1,0
1,1,-45,-1,3,0,-1,-2,-1,-10,2,-1,0,0,-2,-2,0
-4,-1,-16,-1,1,-3,-2,-1,-1,1,10,2,-1,-3,-2,-2,0
0,-12,2,-1,0,2,0,-1,-1,9,-14,-1,-2,-4,1,0,0
-1,8,-5,-1,-1,1,1,-1,-3,-26,-6,-5,-2,-3,-2,0,0
2,15,29,4,-1,-2,-1,0,1,6,5,6,3,3,1,0,0
-2,-12,-4,-9,-9,0,1,-2,-2,9,-15,6,9,0,-2,0,0
0,-9,-3,-1,-1,0,0,-1,-1,5,11,2,0,-1,-1,-2,0
0,3,6,-3,-1,-2,0,0,0,-8,-16,-5,-5,-5,0,0,0
-3,15,41,2,1,1,-1,-2,0,4,-41,-1,3,2,-1,1,0
-2,-17,-4,-1,-1,2,-1,-1,-2,-7,-12,1,-2,-5,-2,-3,0
-4,-1,4,-5,-3,1,-1,-3,1,9,6,1,-6,-4,0,-1,0
1,5,-1,-8,0,-2,-1,-1,3,9,0,8,1,0,0,0,0
-3,-11,-1,-3,-1,-1,-1,-2,-2,-21,5,0,-1,-2,-1,-2,0
-3,0,4,1,0,1,0,0,4,9,0,-2,-1,0,1,0,0
-5,-9,-11,-4,0,2,-1,0,1,2,7,8,5,-5,-1,-1,0
2,-1,-24,2,1,-2,-2,-2,-3,-6,-4,-5,-4,0,-2,-4,0
0,1,1,0,0,-1,1,0,-1,1,-20,-8,-3,2,-1,-2,0
-1,7,32,3,-3,-1,-3,-1,-3,-9,13,-4,-2,-2,-2,-1,0
1,15,-25,-4,-2,-1,0,-2,-1,-3,11,2,0,-2,-2,-1,0
1,-10,-5,-2,-1,0,0,1,-2,11,2,-3,-4,-3,-2,-2,0
1,-6,3,2,-12,-6,-1,0,-2,8,-4,-2,8,3,0,-2,0
-3,4,3,-3,5,2,0,-2,-2,-8,-4,3,-2,1,1,2,0
2,-2,-5,1,1,-3,-1,-1,-3,3,-10,-2,-7,-2,-1,-1,0
-1,2,-24,-9,-5,-4,-2,-1,-3,1,-2,4,-1,0,1,-2,0
1,17,27,5,2,-3,-2,-1,2,-7,-8,0,0,-1,0,0,0
0,-11,33,1,1,-1,-1,-1,1,11,-43,-6,-4,-4,-2,1,0
-5,1,20,-1,-4,-3,-2,-1,-3,-21,-23,0,-2,-1,-2,0,0
-1,-2,-2,-1,1,1,-2,1,-1,7,41,0,-5,-6,-3,-2,0
1,-12,-54,-2,4,7,-3,-2,-1,-1,1,-7,-10,-8,-1,-2,0
-1,-1,0,6,11,5,2,-1,-1,-4,3,2,-6,-2,-1,-1,0
1,15,19,-6,-1,-3,-2,1,-5,-12,-2,-3,-5,-4,-2,-2,0
-2,-7,-17,2,-5,1,-1,0,0,11,4,-7,6,1,-2,-2,0
-1,-32,4,3,0,-1,0,0,1,25,-22,0,-2,-4,-4,-2,0
-2,-11,7,1,-6,-5,0,-3,2,-8,4,0,3,2,0,-1,0
-2,5,-7,0,1,4,2,0,0,-15,19,-1,-2,0,0,0,0
-2,-1,-20,-4,-3,-2,1,1,2,-10,-20,-7,-3,0,-1,1,0
-7,-2,10,3,-1,0,-3,-1,0,0,41,5,2,3,1,-1,0
-1,3,-11,-4,-6,-3,-3,-1,-4,-3,-5,-4,-3,-4,0,-3,0
1,-4,-11,-4,0,2,2,-1,0,6,11,1,0,2,-1,1,0
